MSG	859894 TRIAL 12 START
MSG	861388 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.26 deg.  -5.1,-8.0 pix.
MSG	862136 RECCFG P 500 2 1 
MSG	862136 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	862137 !MODE RECORD P 500 2 1
START	862138 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
863102	  968.4	  574.7	  244.0	.
863104	  968.3	  574.4	  243.0	.
863106	  967.4	  574.3	  243.0	.
863108	  966.5	  575.1	  241.0	.
863110	  967.4	  574.8	  242.0	.
863112	  967.5	  575.6	  242.0	.
863114	  967.4	  574.3	  242.0	.
863116	  967.9	  572.9	  242.0	.
863118	  968.6	  572.1	  243.0	.
863120	  968.2	  572.7	  243.0	.
863122	  968.1	  572.5	  243.0	.
863124	  968.2	  573.1	  243.0	.
863126	  968.3	  572.9	  243.0	.
863128	  969.0	  572.6	  242.0	.
863130	  969.7	  572.3	  242.0	.
863132	  969.2	  572.2	  242.0	.
863134	  968.6	  572.2	  242.0	.
863136	  969.6	  571.8	  242.0	.
863138	  970.5	  570.5	  242.0	.
863140	  969.7	  569.3	  242.0	.
863142	  969.5	  569.8	  242.0	.
863144	  969.4	  569.0	  242.0	.
863146	  969.4	  568.3	  242.0	.
863148	  968.3	  569.0	  242.0	.
863150	  968.0	  569.1	  242.0	.
863152	  967.8	  568.9	  242.0	.
863154	  967.8	  569.7	  241.0	.
863156	  967.8	  569.8	  241.0	.
863158	  967.3	  570.0	  241.0	.
863160	  967.1	  570.1	  241.0	.
863162	  966.9	  570.2	  241.0	.
863164	  966.8	  570.0	  242.0	.
863166	  967.2	  569.7	  242.0	.
863168	  967.0	  569.6	  242.0	.
863170	  966.7	  570.0	  242.0	.
863172	  966.9	  569.9	  242.0	.
863174	  966.2	  570.3	  241.0	.
863176	  967.1	  569.6	  241.0	.
863178	  965.8	  569.6	  241.0	.
863180	  965.5	  569.4	  241.0	.
863182	  965.4	  569.0	  242.0	.
863184	  965.5	  569.1	  242.0	.
863186	  965.5	  569.1	  242.0	.
863188	  965.6	  568.6	  242.0	.
863190	  965.7	  568.7	  242.0	.
863192	  966.0	  568.8	  242.0	.
863194	  965.4	  569.6	  242.0	.
863196	  964.9	  569.3	  242.0	.
863198	  964.8	  569.2	  243.0	.
863200	  965.0	  569.2	  245.0	.
863202	  964.0	  569.1	  244.0	.
863204	  964.4	  570.4	  244.0	.
863206	  964.5	  571.7	  244.0	.
863208	  964.6	  571.0	  244.0	.
863210	  965.3	  571.0	  244.0	.
863212	  965.7	  571.2	  244.0	.
863214	  965.0	  570.3	  244.0	.
863216	  964.5	  571.9	  244.0	.
863218	  964.6	  572.5	  244.0	.
863220	  963.8	  572.9	  245.0	.
863222	  964.2	  571.5	  246.0	.
863224	  964.1	  571.5	  246.0	.
863226	  963.9	  571.7	  246.0	.
863228	  963.0	  572.1	  246.0	.
863230	  964.2	  571.7	  245.0	.
863232	  963.9	  572.3	  245.0	.
863234	  964.0	  572.8	  245.0	.
863236	  964.2	  572.0	  244.0	.
863238	  963.1	  571.2	  244.0	.
863240	  963.4	  569.3	  244.0	.
863242	  963.3	  569.1	  244.0	.
863244	  963.4	  569.1	  244.0	.
863246	  963.0	  569.3	  244.0	.
863248	  962.6	  569.6	  244.0	.
863250	  961.7	  569.7	  244.0	.
863252	  961.9	  570.0	  246.0	.
863254	  962.1	  570.2	  248.0	.
863256	  961.8	  569.9	  248.0	.
863258	  962.0	  569.4	  248.0	.
863260	  962.2	  569.0	  248.0	.
863262	  962.4	  569.2	  248.0	.
863264	  962.7	  569.5	  248.0	.
863266	  963.1	  570.0	  248.0	.
863268	  963.4	  570.8	  248.0	.
863270	  963.5	  571.4	  248.0	.
863272	  963.2	  571.1	  249.0	.
863274	  963.2	  571.0	  249.0	.
863276	  963.0	  571.0	  249.0	.
863278	  963.1	  571.0	  249.0	.
863280	  962.9	  570.1	  250.0	.
863282	  964.4	  569.9	  250.0	.
863284	  964.1	  569.1	  250.0	.
863286	  964.0	  569.5	  250.0	.
863288	  963.8	  570.1	  249.0	.
863290	  964.5	  570.2	  249.0	.
863292	  963.8	  570.6	  249.0	.
863294	  963.1	  570.7	  249.0	.
863296	  962.3	  571.0	  249.0	.
863298	  963.4	  570.5	  250.0	.
863300	  964.4	  570.2	  250.0	.
863302	  965.3	  570.1	  250.0	.
863304	  964.9	  570.4	  251.0	.
863306	  964.6	  570.5	  251.0	.
863308	  964.2	  570.3	  251.0	.
863310	  964.2	  570.6	  251.0	.
863312	  964.4	  569.7	  252.0	.
863314	  964.0	  569.9	  252.0	.
863316	  963.9	  570.3	  252.0	.
863318	  964.0	  570.3	  253.0	.
863320	  963.8	  570.0	  253.0	.
863322	  964.0	  569.5	  254.0	.
863324	  964.2	  569.3	  255.0	.
863326	  964.3	  569.9	  257.0	.
863328	  964.3	  570.6	  257.0	.
