MSG	843046 TRIAL 10 START
MSG	845936 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.68 deg.  -21.5,14.6 pix.
MSG	846656 RECCFG P 500 2 1 
MSG	846656 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	846657 !MODE RECORD P 500 2 1
START	846658 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
847694	  988.0	  558.1	  229.0	.
847696	  988.0	  558.1	  229.0	.
847698	  988.0	  556.8	  229.0	.
847700	  988.4	  556.8	  229.0	.
847702	  988.2	  556.8	  229.0	.
847704	  987.8	  557.0	  229.0	.
847706	  988.2	  556.8	  229.0	.
847708	  988.3	  557.3	  229.0	.
847710	  988.2	  555.4	  229.0	.
847712	  988.1	  554.7	  229.0	.
847714	  988.0	  554.6	  229.0	.
847716	  987.7	  554.5	  229.0	.
847718	  987.4	  553.8	  230.0	.
847720	  986.9	  553.1	  230.0	.
847722	  985.7	  551.4	  231.0	.
847724	  986.2	  549.4	  231.0	.
847726	  987.1	  549.3	  231.0	.
847728	  986.8	  549.4	  231.0	.
847730	  987.5	  549.7	  231.0	.
847732	  987.4	  550.1	  231.0	.
847734	  987.5	  550.4	  232.0	.
847736	  986.7	  550.6	  232.0	.
847738	  987.0	  550.4	  232.0	.
847740	  986.8	  550.1	  232.0	.
847742	  987.3	  550.0	  232.0	.
847744	  987.0	  550.0	  232.0	.
847746	  987.8	  549.9	  232.0	.
847748	  988.4	  549.8	  233.0	.
847750	  989.1	  547.1	  233.0	.
847752	  989.2	  544.4	  234.0	.
847754	  989.6	  544.7	  234.0	.
847756	  989.4	  545.1	  235.0	.
847758	  989.2	  544.6	  235.0	.
847760	  989.6	  544.0	  235.0	.
847762	  989.8	  543.8	  236.0	.
847764	  989.8	  544.2	  236.0	.
847766	  989.8	  544.6	  236.0	.
847768	  989.7	  544.9	  238.0	.
847770	  989.7	  545.2	  240.0	.
847772	  987.9	  545.5	  240.0	.
847774	  987.7	  546.6	  238.0	.
847776	  988.0	  547.6	  236.0	.
847778	  988.0	  547.7	  236.0	.
847780	  987.9	  547.8	  236.0	.
847782	  987.7	  548.4	  236.0	.
847784	  987.0	  548.0	  233.0	.
847786	  986.5	  549.2	  233.0	.
847788	  987.2	  550.2	  232.0	.
